time,balance,trade_pnl,running_max,drawdown,drawdown_pct
2019-04-02 00:00:00+01:00,465.99365234375006,455.99365234375006,465.99365234375006,0.0,0.0
2019-04-24 00:00:00+01:00,469.4563245773316,3.4626722335815434,469.4563245773316,0.0,0.0
2019-05-01 00:00:00+01:00,187.45101451873785,-282.00531005859375,469.4563245773316,-282.00531005859375,-60.07061685929852
2019-05-17 00:00:00+01:00,190.81951141357428,3.368496894836426,469.4563245773316,-278.6368131637573,-59.353085383315275
2019-06-13 00:00:00+01:00,193.9206218719483,3.1011104583740234,469.4563245773316,-275.5357027053833,-58.69251052341408
2019-06-28 00:00:00+01:00,195.2399110794068,1.319289207458496,469.4563245773316,-274.2164134979248,-58.41148561472927
2019-07-01 00:00:00+01:00,193.53402614593512,-1.7058849334716797,469.4563245773316,-275.9222984313965,-58.77486019169499
2019-07-02 00:00:00+01:00,198.52603435516363,4.992008209228516,469.4563245773316,-270.93029022216797,-57.711500737815435
2019-07-12 00:00:00+01:00,197.45321035385138,-1.0728240013122559,469.4563245773316,-272.0031142234802,-57.9400255110791
2019-07-18 00:00:00+01:00,461.4531493186951,263.99993896484375,469.4563245773316,-8.003175258636475,-1.704775255896706
2019-08-15 00:00:00+01:00,464.82844114303595,3.3752918243408203,469.4563245773316,-4.627883434295654,-0.9857963759381246
2019-08-27 00:00:00+01:00,468.76306295394903,3.934621810913086,469.4563245773316,-0.6932616233825684,-0.14767329506248247
2019-09-02 00:00:00+01:00,471.48949861526495,2.726435661315918,471.48949861526495,0.0,0.0
2019-09-03 00:00:00+01:00,480.7476496696473,9.258151054382324,480.7476496696473,0.0,0.0
2019-09-04 00:00:00+01:00,747.7459406852722,266.998291015625,747.7459406852722,0.0,0.0
2019-09-16 00:00:00+01:00,745.2333664894104,-2.5125741958618164,747.7459406852722,-2.5125741958618164,-0.336019770773903
2019-09-23 00:00:00+01:00,748.1795048713684,2.946138381958008,748.1795048713684,0.0,0.0
2019-09-27 00:00:00+01:00,750.9382462501526,2.7587413787841797,750.9382462501526,0.0,0.0
2019-11-12 00:00:00+00:00,757.1415400505066,6.203293800354004,757.1415400505066,0.0,0.0
2019-11-15 00:00:00+00:00,759.4770884513855,2.3355484008789062,759.4770884513855,0.0,0.0
2019-11-20 00:00:00+00:00,505.4792857170105,-253.997802734375,759.4770884513855,-253.997802734375,-33.44377422264181
2019-11-26 00:00:00+00:00,767.4726939201355,261.993408203125,767.4726939201355,0.0,0.0
2019-12-30 00:00:00+00:00,758.6276030540466,-8.845090866088867,767.4726939201355,-8.845090866088867,-1.1524958394167053
2019-12-31 00:00:00+00:00,760.7391571998596,2.1115541458129883,767.4726939201355,-6.733536720275879,-0.8773649894802097
2020-01-01 00:00:00+00:00,775.6957507133484,14.956593513488771,775.6957507133484,0.0,0.0
2020-01-09 00:00:00+00:00,774.8366093635559,-0.8591413497924806,775.6957507133484,-0.8591413497924805,-0.11075751659105951
2020-01-10 00:00:00+00:00,771.3422274589539,-3.494381904602051,775.6957507133484,-4.353523254394531,-0.5612410858756061
2020-01-10 00:00:00+00:00,1247.3477816581726,476.00555419921875,1247.3477816581726,0.0,0.0
2020-01-20 00:00:00+00:00,1242.8491806983948,-4.498600959777832,1247.3477816581726,-4.498600959777832,-0.360653301823937
2020-04-01 00:00:00+01:00,1769.8496079444885,527.0004272460938,1769.8496079444885,0.0,0.0
2020-04-06 00:00:00+01:00,1077.848265171051,-692.0013427734375,1769.8496079444885,-692.0013427734375,-39.09944323332258
2020-04-08 00:00:00+01:00,1068.031141757965,-9.817123413085938,1769.8496079444885,-701.8184661865234,-39.654130104400146
2020-04-15 00:00:00+01:00,1062.2331595420837,-5.797982215881348,1769.8496079444885,-707.6164484024048,-39.98172755617545
2020-07-08 00:00:00+01:00,843.2313895225525,-219.00177001953125,1769.8496079444885,-926.618218421936,-52.355760300905715
2020-07-13 00:00:00+01:00,1216.2248587608337,372.99346923828125,1769.8496079444885,-553.6247491836548,-31.280892268955956
2020-07-16 00:00:00+01:00,1575.2260184288025,359.00115966796875,1769.8496079444885,-194.62358951568604,-10.99661737596579
2020-07-20 00:00:00+01:00,1763.229558467865,188.0035400390625,1769.8496079444885,-6.620049476623535,-0.3740458763788462
2020-08-21 00:00:00+01:00,2177.231023311615,414.00146484375,2177.231023311615,0.0,0.0
2020-08-25 00:00:00+01:00,2061.23370885849,-115.997314453125,2177.231023311615,-115.997314453125,-5.327744883806157
2020-08-26 00:00:00+01:00,1649.2311453819275,-412.0025634765625,2177.231023311615,-527.9998779296875,-24.25098082272355
2020-10-06 00:00:00+01:00,1452.2325491905212,-196.99859619140622,2177.231023311615,-724.9984741210938,-33.29910635842197
